group_id,program_code,req_category,item_type,course_code,min_credits,max_credits,department_id,min_cgpa,notes
549,SCSPE2432R,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
550,SCSPE2432P,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
551,SCSPE2432P,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
552,SCSPE2432P,ENROLMENT,COURSE,MATA34H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
553,SCSPE2432P,ENROLMENT,COURSE,MGAB01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
554,SCSPE2432P,ENROLMENT,COURSE,MGAB02H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
555,SCSPE2432P,ENROLMENT,COURSE,MGHA12H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
556,SCSPE2432P,ENROLMENT,COURSE,MGMA01H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
557,SCSPE2432P,ENROLMENT,COURSE,MGTA38H3,,,,,"Students must complete the following courses in their first year of study: MGEA02H3, MGEA06H3, MATA34H3, MGAB01H3, MGAB02H3, MGHA12H3, MGMA01H3 and MGTA38H3."
558,SCSPE2432P,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,10.0,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
559,SCSPE2432P,ENROLMENT,COURSE,MGEA02H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
560,SCSPE2432P,ENROLMENT,COURSE,MGEA06H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
561,SCSPE2432P,ENROLMENT,COURSE,MATA34H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
562,SCSPE2432P,ENROLMENT,COURSE,MATA29H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
563,SCSPE2432P,ENROLMENT,COURSE,MATA30H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
564,SCSPE2432P,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
565,SCSPE2432P,ENROLMENT,COURSE,MATA32H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
566,SCSPE2432P,ENROLMENT,COURSE,MATA33H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
567,SCSPE2432P,ENROLMENT,COURSE,MATA35H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
568,SCSPE2432P,ENROLMENT,COURSE,MATA36H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
569,SCSPE2432P,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have completed the following courses (or their equivalent): MGEA02H3, MGEA06H3, and MATA34H3. However, [[MATA29H3 or MATA30H3 or MATA31H3 or (MATA32H3)] and [(MATA33H3) or MATA35H3 or MATA36H3 or MATA37H3]] may also be used to satisfy the calculus requirement. None of the courses listed above (or their equivalent) can be designated as CR/NCR. Of the total credits that students have completed when they apply, at least 4.0 credits must be in University of Toronto courses that have been graded (i.e., not designated as CR/NCR). Students may apply until they have completed up to 10.0 credits. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
570,SCSPEJOU,ENROLMENT,MIN_CGPA,,,,,2.0,"This program has limited enrolment. Students with a CGPA of 2.0 or above are able to apply after completing JOUA01H3, JOUA02H3, MDSA10H3 and MDSA13H3."
571,SCSPEJOU,ENROLMENT,COURSE,JOUA01H3,,,,,"This program has limited enrolment. Students with a CGPA of 2.0 or above are able to apply after completing JOUA01H3, JOUA02H3, MDSA10H3 and MDSA13H3."
572,SCSPEJOU,ENROLMENT,COURSE,JOUA02H3,,,,,"This program has limited enrolment. Students with a CGPA of 2.0 or above are able to apply after completing JOUA01H3, JOUA02H3, MDSA10H3 and MDSA13H3."
573,SCSPEJOU,ENROLMENT,COURSE,MDSA10H3,,,,,"This program has limited enrolment. Students with a CGPA of 2.0 or above are able to apply after completing JOUA01H3, JOUA02H3, MDSA10H3 and MDSA13H3."
574,SCSPEJOU,ENROLMENT,COURSE,MDSA13H3,,,,,"This program has limited enrolment. Students with a CGPA of 2.0 or above are able to apply after completing JOUA01H3, JOUA02H3, MDSA10H3 and MDSA13H3."
575,SCSPE1180,ENROLMENT,MIN_CGPA,,,,,2.8,"Enrolment in the program is limited, and entry is competitive. Admissions are granted on the basis of applicants' academic performance and background in one or more of the arts. For the Field Placement Stream, students must have completed a minimum of 4.0 credits, including VPAA10H3 and VPAA12H3, with a minimum cumulative GPA of 2.8, both overall and in Arts Management-specific courses."
576,SCSPE1180,ENROLMENT,COURSE,VPAA10H3,,,,,"Enrolment in the program is limited, and entry is competitive. Admissions are granted on the basis of applicants' academic performance and background in one or more of the arts. For the Field Placement Stream, students must have completed a minimum of 4.0 credits, including VPAA10H3 and VPAA12H3, with a minimum cumulative GPA of 2.8, both overall and in Arts Management-specific courses."
577,SCSPE1180,ENROLMENT,COURSE,VPAA12H3,,,,,"Enrolment in the program is limited, and entry is competitive. Admissions are granted on the basis of applicants' academic performance and background in one or more of the arts. For the Field Placement Stream, students must have completed a minimum of 4.0 credits, including VPAA10H3 and VPAA12H3, with a minimum cumulative GPA of 2.8, both overall and in Arts Management-specific courses."
578,SCSPE1190,ENROLMENT,MIN_CGPA,,,,,2.5,"Enrolment in the program is limited and entry is competitive. Admissions are granted on the basis of applicants' academic performance and background in one or more of the arts. For the Standard Stream, students must have completed a minimum of 4.0 credits, including VPAA10H3, VPAA12H3 and VPAB10H3, with a minimum cumulative GPA of 2.5, both overall and in Arts Management-specific courses."
579,SCSPE1190,ENROLMENT,COURSE,VPAA10H3,,,,,"Enrolment in the program is limited and entry is competitive. Admissions are granted on the basis of applicants' academic performance and background in one or more of the arts. For the Standard Stream, students must have completed a minimum of 4.0 credits, including VPAA10H3, VPAA12H3 and VPAB10H3, with a minimum cumulative GPA of 2.5, both overall and in Arts Management-specific courses."
580,SCSPE1190,ENROLMENT,COURSE,VPAA12H3,,,,,"Enrolment in the program is limited and entry is competitive. Admissions are granted on the basis of applicants' academic performance and background in one or more of the arts. For the Standard Stream, students must have completed a minimum of 4.0 credits, including VPAA10H3, VPAA12H3 and VPAB10H3, with a minimum cumulative GPA of 2.5, both overall and in Arts Management-specific courses."
581,SCSPE1190,ENROLMENT,COURSE,VPAB10H3,,,,,"Enrolment in the program is limited and entry is competitive. Admissions are granted on the basis of applicants' academic performance and background in one or more of the arts. For the Standard Stream, students must have completed a minimum of 4.0 credits, including VPAA10H3, VPAA12H3 and VPAB10H3, with a minimum cumulative GPA of 2.5, both overall and in Arts Management-specific courses."
582,SCSPE1376,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
583,SCSPE1376,ENROLMENT,COURSE,CHMA10H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
584,SCSPE1376,ENROLMENT,COURSE,CHMA11H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
585,SCSPE1376,ENROLMENT,COURSE,CHMA12H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
586,SCSPE1376,ENROLMENT,COURSE,PHYA10H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
587,SCSPE1376,ENROLMENT,COURSE,PHYA21H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
588,SCSPE1376,ENROLMENT,COURSE,MATA23H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
589,SCSPE1376,ENROLMENT,COURSE,MATA30H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
590,SCSPE1376,ENROLMENT,COURSE,MATA36H3,,,,,"Students may apply to this program after completing at least 4.0 credits, including CHMA10H3, [CHMA11H3 or CHMA12H3], PHYA10H3, PHYA21H3, and 1.0 credit in either MATA23H3, MATA30H3 or MATA36H3 with a cumulative grade point average (CGPA) of at least 2.0. Application for admission to the program is made to the registrar through ROSI in April/May and July/August. See the UTSC Office of the Registrar’s website for information on the program (Subject POSt) selection."
591,SCSPECIT,ENROLMENT,MIN_CREDITS_TOTAL,,4.0,,,,"Enrolment in the Specialist is limited. Students may apply to enter the program after they have completed at least 4.0 credits, including the courses listed under Requirement 1 of the program."
592,SCSPECIT,ENROLMENT,MIN_CREDITS_DEPT,,4.0,,,,"Enrolment in the Specialist is limited. Students may apply to enter the program after they have completed at least 4.0 credits, including the courses listed under Requirement 1 of the program."
593,SCSPE0510,ENROLMENT,COURSE,CSCA08H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
594,SCSPE0510,ENROLMENT,COURSE,CSCA48H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
595,SCSPE0510,ENROLMENT,COURSE,CSCA67H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
596,SCSPE0510,ENROLMENT,COURSE,MATA22H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
597,SCSPE0510,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
598,SCSPE0510,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
599,SCSPE0510,ENROLMENT,COURSE,CSCA48H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
600,SCSPE0510,ENROLMENT,COURSE,CSCA67H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
601,SCSPE0510,ENROLMENT,COURSE,MATA22H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
602,SCSPE0510,ENROLMENT,COURSE,MATA37H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
603,SCSPE0510,ENROLMENT,COURSE,CSCA48H3,,,,,b. A final grade of at least B in CSCA48H3; and
604,SCSPE0510,ENROLMENT,COURSE,CSCA67H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
605,SCSPE0510,ENROLMENT,COURSE,MATA22H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
606,SCSPE0510,ENROLMENT,COURSE,MATA37H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
607,SCSPE0510,ENROLMENT,COURSE,MATA31H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
608,SCSPE0510,ENROLMENT,COURSE,CSCA67H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
609,SCSPE0510,ENROLMENT,MIN_CGPA,,,,,2.0,"To remain in the program, a student must maintain a CGPA of 2.0 or higher throughout the program."
610,SCSPE0805,ENROLMENT,COURSE,CSCA08H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
611,SCSPE0805,ENROLMENT,COURSE,CSCA48H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
612,SCSPE0805,ENROLMENT,COURSE,CSCA67H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
613,SCSPE0805,ENROLMENT,COURSE,MATA22H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
614,SCSPE0805,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
615,SCSPE0805,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
616,SCSPE0805,ENROLMENT,COURSE,CSCA48H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
617,SCSPE0805,ENROLMENT,COURSE,CSCA67H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
618,SCSPE0805,ENROLMENT,COURSE,MATA22H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
619,SCSPE0805,ENROLMENT,COURSE,MATA37H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
620,SCSPE0805,ENROLMENT,COURSE,CSCA48H3,,,,,b. A final grade of at least B in CSCA48H3; and
621,SCSPE0805,ENROLMENT,COURSE,CSCA67H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
622,SCSPE0805,ENROLMENT,COURSE,MATA22H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
623,SCSPE0805,ENROLMENT,COURSE,MATA37H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
624,SCSPE0805,ENROLMENT,COURSE,MATA31H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
625,SCSPE0805,ENROLMENT,COURSE,CSCA67H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Specialist POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
626,SCSPE0805,ENROLMENT,MIN_CGPA,,,,,2.0,"To remain in the program, a student must maintain a CGPA of 2.0 or higher throughout the program."
627,SCSPE0455,ENROLMENT,COURSE,CSCA08H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
628,SCSPE0455,ENROLMENT,COURSE,CSCA48H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
629,SCSPE0455,ENROLMENT,COURSE,CSCA67H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
630,SCSPE0455,ENROLMENT,COURSE,MATA22H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
631,SCSPE0455,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
632,SCSPE0455,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
633,SCSPE0455,ENROLMENT,COURSE,CSCA48H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
634,SCSPE0455,ENROLMENT,COURSE,CSCA67H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
635,SCSPE0455,ENROLMENT,COURSE,MATA22H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
636,SCSPE0455,ENROLMENT,COURSE,MATA37H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
637,SCSPE0455,ENROLMENT,COURSE,CSCA48H3,,,,,b. A final grade of at least B in CSCA48H3; and
638,SCSPE0455,ENROLMENT,COURSE,CSCA67H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
639,SCSPE0455,ENROLMENT,COURSE,MATA22H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
640,SCSPE0455,ENROLMENT,COURSE,MATA37H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
