course_code,course_code_prefix,offering_code,course_name,course_details,credits,prerequisites,corequisites,exclusions,breadth_requirements,course_experience,note,course_link
AFSA01,AFS,A01,Africa in the World: An Introduction,"An interdisciplinary introduction to the history and development of Africa with Africa's place in the wider world a key theme. Students critically engage with African and diasporic histories, cultures, social structures, economies, and belief systems. Course material is drawn from Archaeology, History, Geography, Literature, Film Studies, and Women's Studies.",0.5,,,,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSA01H3
AFSA03,AFS,A03,Experiencing Development in Africa,"This experiential learning course allows students to experience first hand the realities, challenges, and opportunities of working with development organizations in Africa. The goal is to allow students to actively engage in research, decision-making, problem solving, partnership building, and fundraising, processes that are the key elements of development work.Same as IDSA02H3",0.5,,,,Social and Behavioural Sciences,Partnership-Based Experience,,https://ttb.utoronto.ca/cp/AFSA03H3
AFSB01,AFS,B01,African Religious Traditions Through History,"An interdisciplinary introduction to African and African diasporic religions in historic context, including traditional African cosmologies, Judaism, Christianity, Islam, as well as millenarian and synchretic religious movements.",0.5,,,,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSB01H3
AFSB05,AFS,B05,Culture and Society in Africa,"An overview of the range and diversity of African social institutions, religious beliefs and ritual, kinship, political and economic organization, pre-colonial, colonial and post-colonial experience.Same as ANTB05H3",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/AFSB05H3
AFSB50,AFS,B50,Africa in the Era of the Slave Trade,"An introduction to the history of Sub-Saharan Africa, from the era of the slave trade to the colonial conquests. Throughout, the capacity of Africans to overcome major problems will be stressed. Themes include slavery and the slave trade; pre-colonial states and societies; economic and labour systems; and religious change. Same as HISB50H3",0.5,,,,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSB50H3
AFSB51,AFS,B51,Africa from the Colonial Conquests to Independence,"Modern Sub-Saharan Africa, from the colonial conquests to the end of the colonial era. The emphasis is on both structure and agency in a hostile world. Themes include conquest and resistance; colonial economies; peasants and labour; gender and ethnicity; religious and political movements; development and underdevelopment; Pan-Africanism, nationalism and independence.Same as HISB51H3",0.5,,,,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSB51H3
AFSB54,AFS,B54,Africa in the Postcolonial Era,"Africa from the 1960s to the present. After independence, Africans experienced great optimism and then the disappointments of unmet expectations, development crises, conflict and AIDS. Yet the continent’s strength is its youth. Topics include African socialism and capitalism; structural adjustment and resource economies; dictatorship and democratization; migration and urbanization; social movements.Same as HISB54H3",0.5,,,,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSB54H3
AFSC03,AFS,C03,"Contemporary Africa: State, Society, and Politics","This course is intended as an advanced critical introduction to contemporary African politics. It seeks to examine the nature of power and politics, state and society, war and violence, epistemology and ethics, identity and subjectivities, history and the present from a comparative and historical perspective. It asks what the main drivers of African politics are, and how we account for political organization and change on the continent from a comparative and historical perspective.",0.5,[IDSA01H3or AFSA01H3] or by instructor’s permission,,IDSC03H3,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/AFSC03H3
AFSC19,AFS,C19,"Community-Driven Development: Cooperatives, Social Enterprises and the Black Social Economy","This course introduces students to alternative business institutions (including cooperatives, credit unions, worker-owned firms, mutual aid, and social enterprises) to challenge development. It investigates the history and theories of the solidarity economy as well as its potential contributions to local, regional and international socio-economic development. There will be strong experiential education aspects in the course to debate issues. Students analyze case studies with attention paid to Africa and its diaspora to combat exclusion through cooperative structures.",0.5,AFSA01H3or IDSA01H3or POLB90H3or permission of the instructor,,IDSC19H3,Social and Behavioural Sciences,University-Based Experience,,https://ttb.utoronto.ca/cp/AFSC19H3
AFSC52,AFS,C52,Ethiopia: Seeing History,"This course uses a focus on material history and visual culture to explore Ethiopia from the fourth through the nineteenth century, with particular emphasis on the Christian Church, the monarchy, links with both the Mediterranean world and the Indian subcontinent, and the relationship of individuals to their social, economic, artistic and geographic environments.Same as HISC52H3and VPHC52H3",0.5,[1.0 credit in History] or [VPHA46H3and an additional 1.0 credit in VPH courses],,"HISC52H3, VPHC52H3","History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSC52H3
AFSC55,AFS,C55,War and Society in Modern Africa,"Conflict and social change in Africa from the slave trade to contemporary times. Topics include the politics of resistance, women and war, repressive and weak states, the Cold War, guerrilla movements, resource predation. Case studies of anti-colonial rebellions, liberation wars, and civil conflicts will be chosen from various regions.Same as HISC55H3",0.5,"Any 4.0 credits, including: AFSB50H3/HISB50H3or AFSB51H3/HISB51H3or (HISC50H3) or (HISC51H3)",,HISC55H3,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSC55H3
AFSC70,AFS,C70,The Caribbean Diaspora,"The migration of Caribbean peoples to the United States, Canada, and Europe from the late 19th century to the present. The course considers how shifting economic circumstances and labour demands, the World Wards, evolving imperial relationships, pan-Africanism and international unionism, decolonization, natural disasters, and globalization shaped this migration. Same as HISC70H3",0.5,"Any 4.0 credits, including 0.5 credit at the A- or B-level in HIS courses",,"NEW428H,HISC70H3","History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSC70H3
AFSD07,AFS,D07,Extractive Industries in Africa,"This course examines resource extraction in African history. We examine global trade networks in precolonial Africa, and the transformations brought by colonial extractive economies. Case studies, from diamonds to uranium, demonstrate how the resource curse has affected states and economies, especially in the postcolonial period.Same as IDSD07H3",0.5,[10.0 credits including [AFSA01H3or IDSA01H3or POLB90H3]] or permission of instructor,,IDSD07H3,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSD07H3
AFSD16,AFS,D16,Africana Political Economy in Comparative Perspective,"This course analyzes racial capitalism among persons of African descent in the Global South and Global North with a focus on diaspora communities. Students learn about models for self-determination, solidarity economies and cooperativism as well as Black political economy theory.Same as IDSD16H3",0.5,[10.0 credits including [AFSA01H3or IDSA01H3or POLB90H3]] or permission of instructor,,IDSD16H3,Social and Behavioural Sciences,University-Based Experience,,https://ttb.utoronto.ca/cp/AFSD16H3
AFSD20,AFS,D20,"Thinking Conflict, Security, and Development","This course offers an advanced critical introduction to the security-development nexus and the political economy of conflict, security, and development. It explores the major issues in contemporary conflicts, the securitization of development, the transformation of the security and development landscapes, and the broader implications they have for peace and development in the Global South.",0.5,[12.0 including (IDSA01H3or AFSA01H3or POLC09H3)] or by instructor’s permission,,IDSD20H3,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/AFSD20H3
AFSD51,AFS,D51,"Southern Africa: Colonial Rule, Apartheid and Liberation","A seminar study of southern African history from 1900 to the present. Students will consider industrialization in South Africa, segregation, apartheid, colonial rule, liberation movements, and the impact of the Cold War. Historiography and questions of race, class and gender will be important. Extensive reading and student presentations are required.Same as HISD51H3Africa and Asia Area",0.5,8.0 credits including HISB50H3/AFSB50H3or HISB51H3/AFSB51H3or HISB54H3/AFSB54H3or HISC55H3/AFSC55H3,,HISD51H3,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSD51H3
AFSD52,AFS,D52,East African Societies in Transition,"A seminar study of East African peoples from late pre-colonial times to the 1990's, emphasizing their rapid although uneven adaptation to integration of the region into the wider world. Transitions associated with migrations, commercialization, religious change, colonial conquest, nationalism, economic development and conflict, will be investigated. Student presentations are required. Same as HISD52H3",0.5,8.0 credits including HISB50H3/AFSB50H3or HISB51H3/AFSB51H3or HISB54H3/AFSB54H3or HISC55H3/AFSC55H3,,HISD52H3,"History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSD52H3
AFSD53,AFS,D53,Africa and Asia in the First World War,"This seminar course examines the First World War in its imperial and colonial context in Africa and Asia. Topics include forgotten fronts in Africa, the Middle East, Asia and the Pacific, colonial armies and civilians, imperial economies and resources, the collapse of empires and the remaking of the colonial world.",0.5,"8.0 credits, including: [1.0 credit in AFS, GAS, or Africa and Asia area HIS courses]",,"GASD53H3, HISD53H3","History, Philosophy and Cultural Studies",,,https://ttb.utoronto.ca/cp/AFSD53H3
ANTA01,ANT,A01,Introduction to Anthropology: Becoming Human,"An introduction to Biological Anthropology and Archaeology. Concentrates on the origins and evolution of human life, including both biological and archaeological aspects, from the ancient past to the present. Science credit",0.5,,,,Natural Sciences,,,https://ttb.utoronto.ca/cp/ANTA01H3
ANTA02,ANT,A02,"Introduction to Anthropology: Society, Culture and Language","How does an anthropological perspective enable us to understand cultural difference in an interconnected world? In this course, students will learn about the key concepts of culture, society, and language. Drawing upon illustrations of family, economic, political, and religious systems from a variety of the world's cultures, this course will introduce students to the anthropological approach to studying and understanding human ways of life.",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTA02H3
ANTB01,ANT,B01,Political Ecology,"This course examines human-environmental relations from an anthropological perspective. Throughout the semester, we explore how peoples from different parts of the globe situate themselves within culturally constructed landscapes. Topics covered include ethnoecology, conservation, green consumerism, the concept of 'wilderness', and what happens when competing and differentially empowered views of the non-human world collide.",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB01H3
ANTB02,ANT,B02,The Body in Culture and Society,"An ethnographic inquiry into the culturally configured human body as a reservoir of experiential knowledge, focus of symbolism, and site of social, moral, and political control.",0.5,"ANTA02H3or [any 2.0 credits in ANT, HLT, IDS, CIT, GGR, POL, SOC, ENG or HCS courses]",,(ANTD01H3),Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB02H3
ANTB05,ANT,B05,Culture and Society in Africa,"An overview of the range and diversity of African social institutions, religious beliefs and ritual, kinship, political and economic organization, pre-colonial, colonial and post-colonial experience.Same as AFSB05H3 Area course",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB05H3
ANTB09,ANT,B09,Culture through Film and Media,"How is culture represented through visual media, from ethnographic and documentary film, to feature films, television, and new media? How do various communities re-vision themselves through mass, independent, or new media? This course investigates media and its role in the contemporary world from a socio-cultural anthropological perspective.",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB09H3
ANTB11,ANT,B11,World Prehistory,"This introduction to archaeology focuses on how societies around the world have changed through time from the earliest humans to the emergence of state-level societies. This course uses a global perspective to address key issues such as evidence of the earliest art, development of agriculture, and the origins of social inequality and warfare.",0.5,,,,,,,https://ttb.utoronto.ca/cp/ANTB11H3
ANTB12,ANT,B12,Anthropology of Science Fiction,"This course is about science fiction as a form of cultural and political critique. The course will explore themes that are central to both ethnography and science fiction, including topics such as colonialism, gender, and the climate crisis, while reflecting on the power of writing and myth-making to produce meaning and the future.",0.5,,,,,,,https://ttb.utoronto.ca/cp/ANTB12H3
ANTB14,ANT,B14,Evolutionary Anthropology,"This course explores the synthetic theory of evolution, its principles, processes, evidence and application as it relates to the evolution of human and nonhuman primates. Lecture topics and laboratory projects include: evolutionary theory, human variation, human adaptability, primate biology, and behaviour, taxonomy and classification, paleontological principles and human origins and evolution.",0.5,ANTA01H3,,ANT203Y,Natural Sciences,,,https://ttb.utoronto.ca/cp/ANTB14H3
ANTB15,ANT,B15,Human Biological Variation and Evolution,"This course will explore biological variation in the genus Homo from evolutionary and anthropological perspectives. Topics such as human adaptability, genetic variation and evolution, the non-existence of biological race, and the ecogeographic patterning of human phenotypic variation will be covered. Science creditSame as HLTB20H3",0.5,ANTA01H3or [HLTA02H3and HLTA03H3],,"ANT203Y, HLTB20H3",Natural Sciences,,,https://ttb.utoronto.ca/cp/ANTB15H3
ANTB16,ANT,B16,Canadian Cultural Identities,"This course explores the creation or invention of a Canadian national identity in literature, myth and symbolism, mass media, and political culture. Ethnographic accounts that consider First Nations, regional, and immigrant identities are used to complicate the dominant story of national unity. Area course",0.5,,,,,,,https://ttb.utoronto.ca/cp/ANTB16H3
ANTB18,ANT,B18,"Development, Inequality and Social Change in Latin America","This course addresses Latin American systems of inequality in relation to national and transnational political economy, from colonialism to neoliberalism; how ideas of race, culture, and nation intersect with development thinking and modernization agendas; and how the poor and marginalized have accommodated, resisted, and transformed cultural and political domination.Area course",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB18H3
ANTB19,ANT,B19,Ethnography and the Comparative Study of Human Societies,"This course introduces students to the theory and practice of ethnography, the intensive study of people's lives as shaped by social relations, cultural beliefs, and historical forces. Various topics, including religion, economics, politics, and kinship introduce students to key anthropological concepts and theoretical developments in the field.",0.5,"ANTA02H3or [any 2.0 credits in ANT, HLT, IDS, CIT, GGR, POL, SOC or HCS courses]",,"ANT204Y, ANT207H1",Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB19H3
ANTB20,ANT,B20,Ethnography and the Global Contemporary,"How has the global flow of goods, persons, technologies, and capital reproduced forms of inequality? Using ethnography and other media, students examine globalization through topics like migration, race and citizenship, environmental degradation, and increasing violence while also discussing older anthropological concerns (e.g., kinship, religious practices, and authority). This course enhances students’ understanding of ethnography, as a method for studying how actors engage and rework the global forces shaping their lives.",0.5,"ANTA02H3or [any 2.0 credits in ANT, HLT, IDS, CIT, GGR, POL, SOC or HCS courses]",,"ANT204Y, ANT204H",Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB20H3
ANTB22,ANT,B22,Primate Behaviour,"This course will provide students with a general introduction to the behaviour and ecology of non-human primates (prosimians, Old and New World monkeys, and apes), with a particular emphasis on social behaviour. The course will consist of lectures reinforced by course readings; topics covered will include dominance, affiliation, social and mating systems, communication, and reproduction.Science credit",0.5,,,,,University-Based Experience,,https://ttb.utoronto.ca/cp/ANTB22H3
ANTB26,ANT,B26,The Middle East and North Africa: Past and Present,"What makes the Middle East and North Africa unique as a world region? This course considers the enduring impact of the past colonial encounter with the North Atlantic, as well as religious movements, nationalist histories, the impact of new communication technologies, and regional conflicts. Examples are drawn from a variety of contexts.",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB26H3
ANTB33,ANT,B33,The Future of Work,"This course explores a pressing issue facing contemporary life: “the future of work.” It examines how work has been and continues to be transformed by automation, digital technologies, climate change, pandemics, the retrenchment of the welfare state, deindustrialization, global supply chains, and imperial and colonial rule. All kinds of media (e.g., academic texts, corporate publications, policy reports, activist literature, cinema) will be utilized to demonstrate how these transformations are not limited to work or labour but reverberate across social, political, and economic life.",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB33H3
ANTB35,ANT,B35,"Kids These Days: Youth, Language and Media","Around the world, youth is understood as the liminal phase in our lives. This course examines how language and new media technologies mark the lives of youth today. We consider social media, smartphones, images, romance, youth activism and the question of technological determinism. Examples are drawn from a variety of contexts.Same as (MDSB09H3)/MDSB28H3",0.5,"ANTA02H3or [MDSA10H3or (MDSA01H3)] or [any 2.0 credits in ANT, HLT, IDS, CIT, GGR, POL, SOC or HCS courses]",,(MDSB09H3)/MDSB28H3,"Arts, Literature and Language",,,https://ttb.utoronto.ca/cp/ANTB35H3
ANTB36,ANT,B36,Anthropology of the End of the World,"A cultural and comparative study of apocalyptic thought, practice, and representation around the world. It explores the conditions that inspire end times thinking and the uses it serves. Cases may include: millenarian movements, Revelation, colonialism, epidemics, infertility, deindustrialization, dystopian science fiction, nuclear war, climate change, and zombies.",0.5,"ANTA02H3or [any 2.0 credits in ANT, HLT, IDS, CIT, GGR, POL, SOC or HCS courses]",,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB36H3
ANTB42,ANT,B42,Culture and Society in Contemporary South Asia,"This course surveys central issues in the ethnographic study of contemporary South Asia (Afghanistan, Bangladesh, Bhutan, India, the Maldives, Nepal, Pakistan and Sri Lanka). Students will engage with classical and recent ethnographies to critically examine key thematic fault lines within national imaginations, especially along the lines of religion, caste, gender, ethnicity, and language. Not only does the course demonstrate how these fault lines continually shape the nature of nationalism, state institutions, development, social movements, violence, and militarism across the colonial and post-colonial periods but also, demonstrates how anthropological knowledge and ethnography provide us with a critical lens for exploring the most pressing issues facing South Asia in the world today.",0.5,"ANTA02H3or [any 4.0 credits in ANT, HLT, IDS, CIT, GGR, POL, SOC, GAS, HCS or Africa and Asia Area HIS courses]",,"(ANTC12H3), GASB42H3, (GASC12H3)",Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB42H3
ANTB64,ANT,B64,Are You What You Eat?: The Anthropology of Food,"This course examines the social significance of food and foodways from the perspective of cultural anthropology. We explore how the global production, distribution, and consumption of food, shapes or reveals, social identities, political processes, and cultural relations. Lectures are supplemented by hands-on tutorials in the Culinaria Kitchen Laboratory.",0.5,ANTA02H3or any 2.0 credits,,"(ANTC64H3), ANT346H1",Social and Behavioural Sciences,University-Based Experience,,https://ttb.utoronto.ca/cp/ANTB64H3
ANTB65,ANT,B65,An Introduction to Pacific Island Societies,"The ethnography of Pacific Island societies has been central to the development of the discipline of anthropology, particularly in the study of exchange systems, ritual, and gender. This course examines the unique contributions that Pacific scholarship has made to the development of anthropological theory in these areas. As well, the course focuses on Pacific Islander perspectives on contemporary issues such as: cultural change and continuity in the face of globalization; identity and representation; rapid urbanization; place-making and indigeneity; and climate change and the environment. Area course",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB65H3
ANTB66,ANT,B66,Spiritual Paths: A Comparative Anthropology of Pilgrimage,"A comparison of pilgrimage in different religious traditions, including Christian, Buddhist, Muslim, Hindu and those of indigenous communities (such as the Huichol of Mexico) will introduce students to the anthropology of religion. We will consider the aspirations and experiences of various pilgrims, while being mindful of cultural similarities and differences.",0.5,,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTB66H3
ANTB80,ANT,B80,"Introduction to Archaeology: Methods, Theories, and Practices","This course introduces students to the methods, theories, and practices used in Archaeology. Building on the course material presented in ANTA01H3, there will be a focus on important themes in Archaeology as a subfield of Anthropology, including: artefact analysis, dating methods, theories of the origins of social development/complexity, and careers in archaeology today. This course will include lectures and complimentary readings that will expose students to the important ideas within the field. There will also be an experiential component in the form of four hands-on workshops where students will get to interact with artefacts and gain experience using some of the methods discussed in class. There will be an extra workshop for students to get help with their essay outline.",0.5,ANTA01H3,,"ANT200Y1, ANT200Y5, ANT200H5",Natural Sciences,University-Based Experience,,https://ttb.utoronto.ca/cp/ANTB80H3
ANTC03,ANT,C03,Directed Reading in Anthropology,"A directed exploration of specific topics in Anthropology, based on extensive investigation of the literature.These courses are available in exceptional circumstances and do not duplicate regular course offerings. Students are advised that they must obtain consent from the supervising instructor before registering. Individual tutorials, as arranged. A minimum B plus average is normally required to be considered for these courses. May be science credit or area course depending on topic.",0.5,,,,,,,https://ttb.utoronto.ca/cp/ANTC03H3
ANTC04,ANT,C04,Directed Reading in Anthropology,"A directed exploration of specific topics in Anthropology, based on extensive investigation of the literature.These courses are available in exceptional circumstances and do not duplicate regular course offerings. Students are advised that they must obtain consent from the supervising instructor before registering. Individual tutorials, as arranged. A minimum B plus average is normally required to be considered for these courses. May be science credit or area course depending on topic.",0.5,,,,,,,https://ttb.utoronto.ca/cp/ANTC04H3
ANTC07,ANT,C07,Material Worlds,"This course explores the intersection of the social and the material by examining the role of objects in making worlds. We examine the relationship between people, culture, and 'things' through topics such as commodification and consumption, collecting and representation, technology and innovation, art and artifact, and the social life of things.",0.5,[ANTB19H3and ANTB20H3] or [1.5 credits in ANT],,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC07H3
ANTC09,ANT,C09,"Sex, Love, and Intimacy: Anthropological Approaches to Kinship and Marriage","This course explores Anthropological approaches to kinship and family arrangements. In addition to examining the range of forms that family arrangements can take cross-culturally, we also examine how kinship configurations have changed within our own society in recent years. Topics to be covered include trans-national adoption, ""mail-order-brides"", new reproductive technologies and internet dating.",0.5,[ANTB19H3and ANTB20H3] or [1.5 credits in ANT],,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC09H3
ANTC10,ANT,C10,Anthropological Perspectives on Development,"A critical probe of the origins, concepts, and practices of regional and international development in cultural perspective. Attention is paid to how forces of global capitalism intersect with local systems of knowledge and practice.",0.5,[ANTB19H3and ANTB20H3] or [any 4.0 credits],,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC10H3
ANTC14,ANT,C14,Feminism and Anthropology,"Examines why, when, and how gender inequality became an anthropological concern by tracing the development of feminist thought in a comparative ethnographic framework.",0.5,[ANTB19H3and ANTB20H3] or [any 4.0 credits],,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC14H3
ANTC15,ANT,C15,Genders and Sexualities,Explores cultural constructions of male and female in a range of societies and institutions. Also examines non-binary gender configurations.,0.5,"[ANTB19H3and ANTB20H3"" target=""_blank"">ANTB20H3]or [any 4.0 credits]",,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC15H3
ANTC16,ANT,C16,Human Innovations,"In this course, students examine theoretical and methodological approaches to understanding significant concepts and events in the evolution of modern humans and our recent fossil ancestors. The goal of this course is to provide students with a current and detailed understanding of the evolutionary events that ultimately led to the biological, behavioural, and cultural evolution of modern humans.",0.5,ANTA01H3,,(ANT332Y),Natural Sciences,,,https://ttb.utoronto.ca/cp/ANTC16H3
ANTC17,ANT,C17,Human Origins: New Discoveries,"In this course, students explore how new discoveries in human origins research influence our current understandings of hominin evolution over the past 7 million years. In this lab-based course, students develop their practical skills in identifying, describing, and interpreting primate skeletal and dental anatomy as a foundation for understanding the hominin fossil record. Next, students evaluate and interpret new research on the biology, diversity, dispersals, and evolutionary relationships of fossil hominins. We examine how new research is progressing the field of paleoanthropology and attempting to clarify the origins of modern human biology and behaviour.",0.5,,,(ANT332Y),Natural Sciences,,,https://ttb.utoronto.ca/cp/ANTC17H3
ANTC18,ANT,C18,Urban Worlds,"The planet today is more urbanized than at any other moment in its history. What are the tools we need to examine urbanization in this contemporary moment? This course explores how urbanization has altered everyday life for individuals and communities across the globe. Students will trace urbanization as transformative of environmental conditions, economic activities, social relations, and political life. Students will thus engage with work on urbanization to examine how urban spaces and environments come to be differentiated along the lines of race, class, and gender. Not only does this course demonstrate how such fault lines play themselves out across contexts, but also provides the critical lenses necessary to tackle the most pressing issues related to urbanization today.",0.5,"[ANTB19H3and ANTB20H3"" target=""_blank"">ANTB20H3]or [any 4.0 credits]",,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC18H3
ANTC19,ANT,C19,Producing People and Things: Economics and Social Life,"This course examines economic arrangements from an anthropological perspective. A key insight to be examined concerns the idea that by engaging in specific acts of production, people produce themselves as particular kinds of human beings. Topics covered include gifts and commodities, consumption, global capitalism and the importance of objects as cultural mediators in colonial and post-colonial encounters.",0.5,"[ANTB19H3and ANTB20H3"" target=""_blank"">ANTB20H3] or [any 4.0 credits]",,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC19H3
ANTC20,ANT,C20,"Gifts, Money and Morality","What limits exist or can be set to commoditized relations? To what extent can money be transformed into virtue, private goods into the public ""Good""? We examine the anthropological literature on gift-giving, systems of exchange and value, and sacrifice. Students may conduct a short ethnographic project on money in our own society, an object at once obvious and mysterious.",0.5,"[ANTB19H3and ANTB20H3"" target=""_blank"">ANTB20H3]or [any 4.0 credits]",,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC20H3
ANTC21,ANT,C21,Locked Up: Anthropology of Imprisonment and Abolition,"Do we need prisons? Do all societies have them? Are there different forms of incarceration around the world? What are the alternatives? This course situates the current expansion of punitive imprisonment in an examination of the diverse ways societies around the world and through time have sought to address the breach of law and sanction intolerable behaviour. It assesses how the growth of prisons intersects with capitalism, racial terror, and social inequality. Its anthropological approach brings the experiences of incarcerated people and communities to the fore and engages local community responses from prison abolition groups.",0.5,[ANTB19H3and ANTB20H3] or any 4.0 credits Recommended Preparation: ANTA02H3,,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC21H3
ANTC22,ANT,C22,"Education, Power, and Potential: Anthropological Perspectives and Ethnographic Insights","What does it mean to get an education? What are the consequences of getting (or not getting) a “good education”? For whom? Who decides? Why does it matter? How are different kinds of education oriented toward different visions of the future? What might we learn about a particular cultural context if we explore education and learning as social processes and cultural products linked to specific cultural values, beliefs, and power dynamics? These are just some of the questions we will explore in this course. Overall, students will gain a familiarity with the anthropology of education through an exploration of ethnographic case studies from a variety of historical and cultural contexts.",0.5,"[ANTB19H3and ANTB20H3"" target=""_blank"">ANTB20H3] or [any 4.0 credits]",,ANTC88H3if taken in Fall 2021,Social and Behavioural Sciences,,"Priority will be given to students enrolled in any of the following Combined Degree Programs: Evolutionary Anthropology (Specialist), Honours Bachelor of Science/ Master of Teaching Evolutionary Anthropology (Major), Honours Bachelor of Science/ Master of Teaching Socio-Cultural Anthropology (Specialist), Honours Bachelor of Arts/ Master of Teaching Socio-Cultural Anthropology (Major), Honours Bachelor of Arts/ Master of Teaching",https://ttb.utoronto.ca/cp/ANTC22H3
ANTC24,ANT,C24,"Culture, Mental Illness, and Psychiatry","Does schizophrenia exist all over the world? Does depression look different in China than it does in Canada? By examining how local understandings of mental illness come into contact with Western psychiatric models, this course considers the role of culture in the experience, expression, definition, and treatment of mental illness and questions the universality of Western psychiatric categories.",0.5,"[ANTB19H3and ANTB20H3"" target=""_blank"">ANTB20H3] or [any 4.0 credits]Recommended Preparation: ANTC61H3",,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC24H3
ANTC25,ANT,C25,Anthropology and Psychology,"How are we to understand the relationship between psychological universals and diverse cultural and social forms in the constitution of human experience? Anthropology's dialogue with Freud; cultural construction and expression of emotions, personhood, and self.",0.5,"[ANTB19H3and ANTB20H3"" target=""_blank"">ANTB20H3] or [any 4.0 credits]",,,Social and Behavioural Sciences,,,https://ttb.utoronto.ca/cp/ANTC25H3
ANTC27,ANT,C27,Primate Sociality,"Primates are an intensely social order of animals showing wide variation in group size, organization and structure. Using an evolutionary perspective, this course will focus on why primates form groups and how their relationships with different individuals are maintained, with reference to other orders of animals. In particular, this course examines how different forms of cooperation evolve when natural selection is often thought to maintain only selfish behaviours. The form and function of different social systems, mating systems, and behaviours will be examined.",0.5,ANTB22H3,,,Natural Sciences,,,https://ttb.utoronto.ca/cp/ANTC27H3
ANTC28,ANT,C28,Living through the Anthropocene,"We are living through the Anthropocene, a time in which humans have broadly transformed Earth’s composition and environmental processes. Did this period begin in 1950? Applying Indigenous and archaeological knowledges, we will contribute to debates concerning the deeper histories of a multi-sited, patchy Anthropocene. Past societies have lived through their own “Anthropocenes”, and their diverse stories are needed to shape contemporary environmental conservation initiatives. Critical plot points come from Indigenous Knowledge, archaeological materials, and paleoenvironmental evidence recorded in sediment cores. We will learn to integrate these lines of evidence through investigations of Indigenous environmental stewardship and lake sediment cores in Ontario.",0.5,"ANTA01H3, or ANTB80H3, or EESA01H3Recommended Preparation: Physical Geography, or Earth Sciences, or Environmental Sciences at Secondary or Post-Secondary level are beneficial but not required.",,,Natural Sciences,University-Based Experience,,https://ttb.utoronto.ca/cp/ANTC28H3
ANTC29,ANT,C29,Archaeologies of North America,"This course engages with the diverse histories of First Nations societies in North America, from time immemorial, through over 14 thousand years of archaeology, to the period approaching European arrivals. We tack across the Arctic, Plains, Northwest Coast, Woodlands, and East Coast to chart the major cultural periods and societal advancements told by First Nations histories and the archaeological record. Along with foundational discussions of ancestral peoples, societal development, and human paleoecology, we also engage with core topical debates in North American archaeology, such as the ethics of ancient DNA, peopling processes, environmental change, response, and conservation, inequalities, decolonization, and progress in Indigenous archaeologies.",0.5,,,,,University-Based Experience,,https://ttb.utoronto.ca/cp/ANTC29H3
