program_code,program_name,department_id,program_type,is_coop,is_limited_enrolment,total_credits,min_enrolment_cgpa,description
SCMIN2540A,MINOR PROGRAM IN INTERNATIONAL DEVELOPMENT STUDIES (ARTS),6,Minor,0,0,4,,"The Minor in International Development Studies (IDS) will provide students with an introduction to a critical understanding of international development issues, and the academic building blocks for greater awareness of the world around them, as well as an entry point into greater academic study of international development itself. 2.0 credits are in ‘core’ courses at the first and second year level, the other 2.0 credits will be electives from cognate fields, allowing students to take courses that might have synergies with their Major or Specialist programs. Program Requirements This program requires the completion of 4.0 credits, of which at least 1.0 credit must be at the C- or D-level."
SCMIN0506,MINOR PROGRAM IN LINGUISTICS (ARTS),10,Minor,0,0,,,"For curriculum inquiries, contact the department's Program Coordinator: dls-ua@utsc.utoronto.ca Program Requirements Students must complete 4.0 credits."
SCMINMDS,MINOR PROGRAM IN MEDIA STUDIES (ARTS),2,Minor,0,0,,,"Undergraduate Advisor: Email: mds-undergrad-advisor@utsc.utoronto.ca Program Requirements Students must complete 4.0 credits, including 1.0 credit at the C- or D-level:"
SCMIN1591,MINOR PROGRAM IN MUSIC (ARTS),2,Minor,0,0,,,ACM Program Manager. Email: acm-pm@utsc.utoronto.ca Program Requirements Students are required to complete 4.0 full credits as follows:
SCMIN1077,MINOR PROGRAM IN NATURAL SCIENCES AND ENVIRONMENTAL MANAGEMENT (SCIENCE),13,Minor,0,0,,,"For an updated list of Program Supervisors, please visit the Environmental Sciences website. This Minor is designed to provide students with a multidisciplinary education encompassing the origin and natural history of the Earth, environmental science and environmental management, with emphasis on how these branches of study relate to one another. Building on foundational courses in natural and environmental science, students will develop decision-analysis techniques and a broad perspective on human impact on the environment. In upper years, knowledge of natural, environmental and social sciences is implemented in analyses of real-world issues through integrative environmental studies courses. The program is well suited to complement degree programs in Management, Economics for Management Studies and the Social Sciences. First-year students are strongly advised to check prerequisites for B- and C-level courses before choosing their A-level courses. Note: The Minor in Natural Sciences and Environmental Management cannot be combined with the Major in Environmental Science (Science), the Major Environmental Studies (Arts) or the Minor in Environmental Science (Science)."
SCMIN0231,MINOR PROGRAM IN PHILOSOPHY (ARTS),12,Minor,0,0,,,Program Supervisor Email: philosophy-program-supervisor@utsc.utoronto.ca Program Requirements Students must complete 4.0 credits in Philosophy of which at least 1.0 credit must be at the C- or D-level. MATC09H3 can be used as a Philosophy course for these purposes.
SCMIN2015,MINOR PROGRAM IN POLITICAL SCIENCE (ARTS),14,Minor,0,0,4,,"Program Requirements The Program requires the completion of 4.0 credits, including at least 2.0 credits at the C- or D-level. 1. Introduction to Political Science (0.5 credits from):"
SCMIN1160,MINOR PROGRAM IN PSYCHOLOGY (SCIENCE),15,Minor,0,1,4,,"Enrolment in the Program is limited. Admission will require: (a.) completion of a minimum of 4.0 credits, including 1.0 credit in Psychology, and (b.) a final grade of 60% or higher in both PSYA01H3 and PSYA02H3."
SCMIN2030,MINOR PROGRAM IN PUBLIC LAW (ARTS),14,Minor,0,0,,,"The Minor in Public Law examines how the legal system, of which the constitutional order and judiciary are integral parts, governs the relationship both among constituent units of the state and between citizens and the state. It also examines the obligations that states have to one another via international law. Courses in the program address the normative foundations of principles of justice and human rights; the role of constitutions and courts in safeguarding the rule of law, protecting civil liberties, and curbing state power; the constraints to state sovereignty posed by international law and international courts; and the implications of the legal order for democratic and legitimate policy-making. Program Requirements Students must complete 4.0 credits, of which at least 1.0 credit must be at the C- and/or D-level."
SCMIN1013,MINOR PROGRAM IN SOCIOLOGY (ARTS),16,Minor,0,0,4,,"Admission to the Minor Program in Sociology is unlimited. However, students are warned that they are not guaranteed admission to B-level and C-level courses during fall and winter session, and thus will be accommodated only after other Program students have been admitted to these courses. Thus some courses may be unavailable, or available only in the summer. Program Requirements The Program requires completion of 4.0 credits in Sociology as follows:"
SCMIN2289,MINOR PROGRAM IN STATISTICS (SCIENCE),4,Minor,0,1,,,Supervisor of Studies: M. Samarakoon Email: mahinda@utsc.utoronto.ca Enrolment in the Minor in Statistics is limited. Students may apply to the program after completing [CSCA08H3 or CSCA20H3] and [MATA22H3 or MATA23H3] and [MATA36H3 or MATA37H3].
SCMIN1126,MINOR PROGRAM IN STUDIO ART (ARTS),2,Minor,0,0,,,Undergraduate Advisor (General): Email: studio-program-supervisor@utsc.utoronto.ca Enrolment Requirements Enrolment in the Minor in Studio Art is unlimited.
SCMIN2150,MINOR PROGRAM IN THEATRE AND PERFORMANCE (ARTS),2,Minor,0,0,,,"ACM Program Manager: acm-pa@utsc.utoronto.ca Program Requirements Students must complete 4.0 credits, of which 1.0 credit must be at the C- or D-level:"
SCMIN1811,MINOR PROGRAM IN URBAN PUBLIC POLICY AND GOVERNANCE (ARTS),14,Minor,0,0,4,,"For more information, please contact Academic Program Advisor at cit-advisor@utsc.utoronto.ca The cross-disciplinary Minor program in Urban Public Policy and Governance equips students with the conceptual tools and methodological skills they will need to understand and analyze processes of city-regional and municipal governance and policy-making in Canadian and comparative perspective. The main emphasis is placed on the policy and governance dilemmas of contemporary local governments and how these are distinct from those experienced at other levels: structural revenue constraints, infrastructure deficits, socio-spatial polarization, competition for investment, inadequate accountability and ethics regimes for politicians and public servants, and the distinctive ways in which local policymaking takes place through public deliberation. Students completing the Minor program in Urban Public Policy and Governance combined with a Major program in City Studies, Public Policy, Human Geography, Political Science, Economics for Management Studies, History, Critical Development Studies or other relevant programs will be well prepared for graduate studies in public policy and governance, urban planning, and public administration, and for public sector careers at the municipal and provincial levels, or in the non-profit and advocacy sectors."
SCMIN0571,MINOR PROGRAM IN WOMEN'S AND GENDER STUDIES (ARTS),8,Minor,0,0,,,Undergraduate Coordinator: 416-287-7184 Email: hcs.advising.utsc@utoronto.ca 1. 1.0 credit from the following WSTA01H3 Introduction to Women's and Gender Studies
SCSPE1376C,SPECIALIST (CO-OPERATIVE) PROGRAM IN CHEMISTRY (SCIENCE),13,Specialist,1,1,,2.5,"For an updated list of Program Supervisors, please visit the Chemistry website. Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Chemistry is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Chemistry upon graduation."
SCSPE0510C,SPECIALIST (CO-OPERATIVE) PROGRAM IN COMPUTER SCIENCE - Comprehensive Stream (SCIENCE),4,Specialist,1,1,,2.75,"Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE0805C,SPECIALIST (CO-OPERATIVE) PROGRAM IN COMPUTER SCIENCE - Entrepreneurship Stream (SCIENCE),4,Specialist,1,1,,2.75,"Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE0455C,SPECIALIST (CO-OPERATIVE) PROGRAM IN COMPUTER SCIENCE - Information Systems Stream (SCIENCE),4,Specialist,1,1,,2.75,"Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE0795C,SPECIALIST (CO-OPERATIVE) PROGRAM IN COMPUTER SCIENCE - Software Engineering Stream (SCIENCE),4,Specialist,1,1,,2.75,"Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca This program provides a working knowledge of the foundations of computer science: modern computer software and hardware, theoretical aspects of computer science, and relevant areas of mathematics and statistics. It also imparts an appreciation of the discipline's transformative impact on science and society. The program prepares students for further study and for careers in the computing industry. It comprises four streams with different emphases:"
SCSPE1150C,SPECIALIST (CO-OPERATIVE) PROGRAM IN CONSERVATION AND BIODIVERSITY (SCIENCE),3,Specialist,1,1,,2.5,"Academic Program Supervisor: biodiversity@utsc.utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca This program presents a foundation for understanding how ecology and evolution shape organismal features (from morphology and physiology to behaviour), and the structure and function of communities and ecosystems. These processes determine the broad patterns of organization of life on earth and biodiversity, and the challenges to biodiversity are daunting: habitat destruction, biological invasions and climate change are causing loss of species and disruption of ecosystems worldwide. In this program, students are trained to understand and actively seek solutions to these problems. This program will also show how ecological and evolutionary perspectives can be used to understand and predict the outcome of dynamic interactions among organisms, populations, species, and communities, Graduates will be well trained to take on positions in government agencies, consulting firms or NGOs, to pursue careers in business or law related to environmental issues, stewardship and sustainable development, or to continue with graduate studies in science for academic careers."
SCSPE01332,SPECIALIST (CO-OPERATIVE) PROGRAM IN ECONOMICS FOR MANAGEMENT STUDIES (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: A. Mazaheri E-mail: ecoss.utsc@utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Economics for Management Studies is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE1645C,SPECIALIST (CO-OPERATIVE) PROGRAM IN ENGLISH (ARTS),5,Specialist,1,1,,2.5,"For more information, contact eng-ugc.utsc@utoronto.ca Co-op Contact: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in English is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to English upon graduation."
SCSPE0361C,SPECIALIST (CO-OPERATIVE) PROGRAM IN ENVIRONMENTAL CHEMISTRY (SCIENCE),13,Specialist,1,1,,2.5,"Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Environmental Chemistry is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Environmental Chemistry upon graduation. In addition to their academic course requirements, students must successfully complete the additive Arts & Science Co-op Work Term and Course requirements."
SCSPE0350D,SPECIALIST (CO-OPERATIVE) PROGRAM IN ENVIRONMENTAL GEOSCIENCE (SCIENCE),13,Specialist,1,1,,2.5,"Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Environmental Geoscience is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Environmental Geoscience upon graduation. This program has been designed to meet the expectations of the Association of Professional Geoscientists of Ontario (APGO) - the licensing and regulatory body responsible for ensuring that geoscientists have the appropriate qualifications to practice. Please visit the APGO website for further information on requirements to become a Professional Geoscientist (P.Geo) in Ontario."
SCSPE1076C,SPECIALIST (CO-OPERATIVE) PROGRAM IN ENVIRONMENTAL PHYSICS (SCIENCE),13,Specialist,1,1,,2.5,"Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Environmental Physics is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Environmental Physics upon graduation. In addition to their academic course requirements, students must successfully complete the additive Arts & Science Co-op Work Term and Course requirements."
SCSPE1780M,SPECIALIST (CO-OPERATIVE) PROGRAM IN EVOLUTIONARY ANTHROPOLOGY (SCIENCE),1,Specialist,1,1,,2.5,"Co-op Email: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) in Evolutionary Anthropology is intended to provide the professionally oriented student with background preparation of sufficient breadth and depth to pursue specialized training at the graduate level. It is also designed to offer interested students a course structure as background for a wide range of occupations and professions. Students are encouraged to consult with the Undergraduate Counsellor regarding the selection of a course sequence appropriate to their interests and objectives. In exceptional circumstances, supervised research and reading courses are available at the C- and D-levels (ANTC04H3, ANTD32H3). These courses require special arrangements prior to registration. Read the descriptions for these courses carefully as restrictions apply. The Specialist (Co-op) in Evolutionary Anthropology complements and punctuates academic course work with full-time work terms which help students define and refine their career and/or professional school goals."
SCSPE2156C,SPECIALIST (CO-OPERATIVE) PROGRAM IN FRENCH (ARTS),10,Specialist,1,1,,2.5,"For more information, please contact: Academic Program Advisor: dls-ua@utsc.utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca"
SCSPE0371C,SPECIALIST (CO-OPERATIVE) PROGRAM IN GLOBAL ENVIRONMENTAL CHANGE (SCIENCE),13,Specialist,1,1,,2.5,"Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Global Environmental Change is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Environmental Biology upon graduation. In addition to their academic course requirements, students must successfully complete the additive Arts & Science Co-op Work Term and Course requirements."
SCSPE0652C,SPECIALIST (CO-OPERATIVE) PROGRAM IN HISTORY (ARTS),8,Specialist,1,1,,2.5,"For more information, please contact: Undergraduate Coordinator: 416-287-7184 Email: hcs.advising.utsc@utoronto.ca Co-op Program Advisor: coopsuccess.utsc@utoronto.ca"
SCSPE0215C,SPECIALIST (CO-OPERATIVE) PROGRAM IN HUMAN BIOLOGY (SCIENCE),3,Specialist,1,1,15,2.5,"Academic Program Supervisor: human-biology@utsc.utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist in Human Biology provides a solid foundation of introductory science courses and core biology courses while emphasizing, in the upper years, issues related to human health, the nature of humans and their culture as well as the interaction of the human species with the environment. The first year of the program emphasizes introductory courses in biology, chemistry, calculus, physics and psychology. The second year of the program emphasizes core courses in cell biology, molecular biology, physiology, ecology, evolution and anatomy that provide the basis for continued specialization in the third and fourth years. The upper years of the program emphasize specialized courses in anatomy, biochemistry, endocrinology, immunology, microbiology, physiology, psychology, pathology and pathobiology. This program is suited for those students who wish to go onto health-related fields such as medicine, dentistry, nursing, pharmacy, physiotherapy and health policy/management or graduate studies in these, and other, areas such as physiology, medicine and endocrinology."
SCSPE1030M,SPECIALIST (CO-OPERATIVE) PROGRAM IN INTEGRATIVE BIOLOGY (SCIENCE),3,Specialist,1,1,,2.5,"Academic Program Supervisor Email: integrative-biology@utsc.utoronto.ca Co-op Program Coordinator Email: coopsuccess.utsc@utoronto.ca The Integrative Biology program allows students to pursue a specialist program built on a broad, multi-perspective approach towards understanding biological complexity. This program provides students with a solid foundation in core biological areas (cellular and organismal biology, ecology and conservation, genes and development) and builds on this knowledge base in third and fourth years. A key advantage to this program is that it allows students to pursue specialization in more than one area at the same time, providing students with a broad understanding of biology. Many of the biggest issues facing today’s planet require scientists that are capable of bringing different and complementary perspectives to look for solutions, and this program provides the coursework and training to help undergraduates build this knowledge base. Students who are interested in careers in conservation biology, ecology, environmental sciences, cellular/organismal biology, as well as ones interested in careers in medicine and other health professions, will benefit from this program."
SCSPE2540,SPECIALIST (CO-OPERATIVE) PROGRAM IN INTERNATIONAL DEVELOPMENT STUDIES (ARTS),6,Specialist,1,1,,,Co-op Contact: ids-coop@utsc.utoronto.ca Enrolment Requirements Enrolment in the program is limited. The minimum qualifications for entry are 4.0 credits and a cumulative GPA of at least 2.5. Most students are accepted into the program directly from secondary school. Transfer students and current UTSC students may also apply for admission but require a minimum of 4.0 credits up to a maximum of 6.0 credits.
SCSPE25406,SPECIALIST (CO-OPERATIVE) PROGRAM IN INTERNATIONAL DEVELOPMENT STUDIES (SCIENCE),6,Specialist,1,1,,,Co-op Contact: ids-coop@utsc.utoronto.ca Enrolment Requirements Enrolment in the Program is limited. The minimum qualifications for entry are 4.0 credits and a cumulative GPA of at least 2.5. Most students are accepted into the program directly from secondary school. Transfer students and current UTSC students may also apply for admission but require a minimum of 4.0 credits up to a maximum of 6.0 credits.
SCSPE0506C,SPECIALIST (CO-OPERATIVE) PROGRAM IN LINGUISTICS (ARTS),10,Specialist,1,1,,2.5,"For more information, please contact: Academic Program Advisor: dls-ua@utsc.utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca"
SCSPE24315,SPECIALIST (CO-OPERATIVE) PROGRAM IN MANAGEMENT (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Management is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE2432B,SPECIALIST (CO-OPERATIVE) PROGRAM IN MANAGEMENT AND ACCOUNTING (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Management and Accounting is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE2432G,SPECIALIST (CO-OPERATIVE) PROGRAM IN MANAGEMENT AND FINANCE (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Management and Finance is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE2432J,SPECIALIST (CO-OPERATIVE) PROGRAM IN MANAGEMENT AND HUMAN RESOURCES (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Management and Human Resources is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE2431R,SPECIALIST (CO-OPERATIVE) PROGRAM IN MANAGEMENT AND INFORMATION TECHNOLOGY (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Management and Information Technology is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE2431J,SPECIALIST (CO-OPERATIVE) PROGRAM IN MANAGEMENT AND INTERNATIONAL BUSINESS (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,13.5,,"Academic Director: J. Trougakos Email: mibss@utsc.utoronto.ca Assistant Director: P. Brown Email: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Management and International Business (MIB) is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE2432N,SPECIALIST (CO-OPERATIVE) PROGRAM IN MANAGEMENT AND MARKETING (BACHELOR OF BUSINESS ADMINISTRATION),11,Specialist,1,0,,,"Academic Director: S. Ahmed E-mail: mgmtss@utsc.utoronto.ca Assistant Director: P. Brown E-mail: mgmtcoop@utsc.utoronto.ca The Specialist (Co-operative) Program in Management and Marketing is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in public and private enterprises. Depending on their needs and abilities, students work in areas such as accounting, public administration, auditing, communications, economic development, finance, human resources/personnel, information systems, marketing, policy, strategic planning and entrepreneurship."
SCSPE1165U,SPECIALIST (CO-OPERATIVE) PROGRAM IN MATHEMATICS - Comprehensive Stream (SCIENCE),4,Specialist,1,1,,2.5,Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca MAT Specialist Program Supervisor: M. Cavers michael.cavers@utoronto.ca
SCSPE1165M,SPECIALIST (CO-OPERATIVE) PROGRAM IN MATHEMATICS - Statistics Stream (SCIENCE),4,Specialist,1,1,,2.5,Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca MAT Specialist Program Supervisor: M. Cavers michael.cavers@utoronto.ca
SCSPE1166T,SPECIALIST (CO-OPERATIVE) PROGRAM IN MATHEMATICS - Teaching Stream (SCIENCE),4,Specialist,1,1,,2.5,Academic Program Advisor: S. Calanza susan.calanza@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca MAT Specialist Program Supervisor: M. Cavers michael.cavers@utoronto.ca
SCSPE1995C,SPECIALIST (CO-OPERATIVE) PROGRAM IN MEDICINAL AND BIOLOGICAL CHEMISTRY (SCIENCE),13,Specialist,1,1,,2.5,"Academic Program Supervisor of Studies: S. Dalili sh.dalili@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Medicinal and Biological Chemistry is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Biological Chemistry upon graduation."
SCSPE1160N,SPECIALIST (CO-OPERATIVE) PROGRAM IN MENTAL HEALTH STUDIES (SCIENCE),15,Specialist,1,1,12.5,2.5,"Academic Program Advisor: psychundergrad.utsc@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Mental Health Studies is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Mental Health upon graduation."
SCSPE1203C,SPECIALIST (CO-OPERATIVE) PROGRAM IN MOLECULAR BIOLOGY AND BIOTECHNOLOGY (SCIENCE),3,Specialist,1,1,,2.5,"Academic Program Supervisor: molecular-biology-biotechnology@utsc.utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Molecular Biology and Biotechnology program strives to help students construct a broad foundation of knowledge across the major disciplines of biology in the first two years of study, and combine this knowledge with an increasingly analytical and reflective approach to learning. Upon this base, students deepen their knowledge of biological processes that occur at the cellular and molecular level through course work of their third and fourth years. This is a laboratory-rich program that integrates an understanding of chemical and physical processes with our complex biological systems. Because of broad training in biology and rigorous cross-training in cognate disciplines, graduates are well-positioned to apply to professional and graduate schools or work in a broad range of government regulatory agencies, clinical or research-focused industries and other careers that require the union of strong analytical and technical skills."
SCSPE1272C,SPECIALIST (CO-OPERATIVE) PROGRAM IN NEUROSCIENCE - Cellular/Molecular Stream (SCIENCE),15,Specialist,1,1,,2.5,"Academic Program Advisor: psychundergrad.utsc@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist program in Neuroscience is a research-intensive program designed to provide students with strong breadth in the major domains of neuroscience, as well as an opportunity to intensively focus on one of three streams. The Cellular/Molecular stream explores the nervous system at its most fundamental level, investigating the influence of genes, signaling molecules, and cellular morphology on the development and maintenance of brain function, predominantly through the use of in vitro techniques (e.g., immunohistochemistry, patch clamp)."
SCSPE1172C,SPECIALIST (CO-OPERATIVE) PROGRAM IN NEUROSCIENCE - Cognitive Stream (SCIENCE),15,Specialist,1,1,,2.5,"Academic Program Advisor: psychundergrad.utsc@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist program in Neuroscience is a research-intensive program designed to provide students with strong breadth in the major domains of neuroscience, as well as an opportunity to intensively focus on one of three streams. The Cognitive stream focuses on understanding the neural basis of human cognition (e.g., language, memory, attention, decision-making) predominantly through the use of patient neuropsychology and neuroimaging techniques (e.g., magnetic resonance imaging (MRI), electroencephalography (EEG))."
SCSPE1372C,SPECIALIST (CO-OPERATIVE) PROGRAM IN NEUROSCIENCE - Systems/Behavioural Stream (SCIENCE),15,Specialist,1,1,,2.5,"Academic Program Advisor: psychundergrad.utsc@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist Program in Neuroscience is a research-intensive program designed to provide students with strong breadth in the major domains of neuroscience, as well as an opportunity to intensively focus on one of three streams. The Systems/Behavioural stream examines the neural mechanisms underlying behaviour and how brain circuits work together to analyze external stimuli, internal biological states, and past experiences in order to coordinate appropriate responses, predominantly through the use of in vivo approaches in behaving subjects (e.g., optogenetics, chemogenetics)."
SCSPE0231C,SPECIALIST (CO-OPERATIVE) PROGRAM IN PHILOSOPHY (ARTS),12,Specialist,1,1,,2.5,"For more information, please contact: Academic Program Advisor: jason.ferreira@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca"
SCSPEPLINC,SPECIALIST (CO-OPERATIVE) PROGRAM IN PSYCHOLINGUISTICS (SCIENCE),10,Specialist,1,1,,2.5,"Academic Program Advisor: dls-ua@utsc.utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Psycholinguistics is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Psycholinguistics upon graduation."
SCSPE1160A,SPECIALIST (CO-OPERATIVE) PROGRAM IN PSYCHOLOGY (SCIENCE),15,Specialist,1,1,,2.5,"Academic Program Advisor: psychundergrad.utsc@utoronto.ca Co-op Program Coordinator: coopsuccess.utsc@utoronto.ca The Specialist (Co-op) Program in Psychology is a Work Integrated Learning (WIL) program that combines academic studies with paid work terms in the public, private, and/or non-profit sectors. The program provides students with the opportunity to develop the academic and professional skills required to pursue employment in these areas, or to continue on to graduate training in an academic field related to Psychology upon graduation."
